Claim Text  Veracity  Category  Published Date
Tweeted photo inaccurately indicates boy 'caged' by federal government	False	2018-06-15
Congressman: deal ensured Iran could hit US with nuclear bomb	False	2018-05-22
Donald Trump blames Democrats for own immigration policy separating families	False	2018-05-29
This NC Democrat said the NC budget had passed. It hadn't.	False	2018-05-25
Online story gets details wrong about informant payment in Trump Russia probe	False	2018-05-24
No, CNN isn't closing after ratings drop	False	2018-05-23
No, Brad Pitt didn’t say that Trump is not my president	False	2018-05-24
Donald Trump's false claim that Nancy Pelosi 'came out in favor of MS-13'	False	2018-05-24
Did ex-intelligence chief Clapper say FBI spied on Trump campaign? No	False	2018-05-23
Donald Trump's false claim about 'thousands' of immigration judges	False	2018-05-30
Donald Trump falsely claims opioid numbers way down after $6 billion in new spending	False	2018-05-31
NC Republican repeats false tax claim	False	2018-06-04
Kevin Cramer distorts Heidi Heitkamp's record on banking regulations	False	2018-06-04
Website misquotes former Starbucks chairman Howard Schultz about views on marriage	False	2018-06-05
Half of female homicides in the U.S. involve an intimate partner	True	2018-03-16
False meme suggests Texas rapper faces death penalty but Santa Fe school shooter does not	False	2018-05-23
Does West Virginia lead the nation in overdose drug death rate? Yes	True	2018-03-23
Jerry Brown says there’s “no massive wave of migrants pouring into California.” Is he right?	True	2018-04-13
Do a majority of Americans live in states with legal marijuana?	True	2018-04-19
President Trump said Eagles players kneeled for the anthem. They didn’t.	False	2018-06-05
Are people of color arrested more often for marijuana in New York?	True	2018-04-25
New York may raise wages for tipped workers. Here's what happened when Maine tried	True	2018-04-26
Cynthia Nixon says she had more small donors in one day than Cuomo in seven years	True	2018-03-22
TRUE: California ranks 49th in per capita housing supply	True	2018-03-21
Yes, $1 million from Mitt Romney’s failed White House bid is fueling his Senate run	True	2018-04-27
Is New York's tax burden 'among the highest' in the nation?	True	2018-04-12
Bernie Sanders says Amazon paid no federal income tax in 2017. He's right	True	2018-05-03
Is the minimum wage worth less now than 50 years ago?	True	2018-05-22
Schumer once opposed the Iran nuclear deal he now supports	True	2018-05-24
Trump correctly tweets that Democrats mistakenly tweeted photo of child migrants being held in 2014	True	2018-05-29
Is protectionism a big part of the Great Depression, as Ben Sasse said?	True	2018-05-31
Texas law bars adults from leaving loaded guns accessible to children younger than 17	True	2018-05-30
Justin Nelson tags Ken Paxton, Texas attorney general, as nation's sole indicted statewide official	True	2018-06-07
Richard Cordray says Ohio payday lending law is worst in nation	True	2018-06-08
Most Austin city parks lack recycling though donations funded bins in biggest parks	True	2018-06-08
Yes, the Democratic Party is at nearly its weakest point in a century	True	2018-06-15
Beto O'Rourke says parents told in PTA meetings that kids should create chaos to distract shooters	True	2018-03-15
Do downstate NY residents contribute more in income tax than upstate?	True	2018-02-01
Rate of gun-caused deaths in NY among lowest in the country	True	2018-02-01
Rep. Paul Gosar asks police to arrest illegal immigrants at State of the Union	True	2018-02-01
GOP Wisconsin House member on Sharpton visits to Obama White House	True	2018-02-09
Do 25 percent of rural Georgia residents lack high-speed internet?	True	2018-02-12
Precedent says West Virginia teacher's strike isn't lawful	True	2018-02-26
Supreme Court candidate Rebecca Dallet's claim that she has presided over more than 10,000 cases	True	2018-02-16
After Parkland, can Illinois communities ban assault weapons?	True	2018-02-27
Rubio's tweet about NY gun law is accurate	True	2018-02-28
New York consistently ranks low for voter turnout	True	2018-02-01
Did Chris Kennedy need to add affordable housing at his luxury properties?	True	2018-02-06
Greg Abbott says Texas ranks among 5 top states for its high-school graduation rate	True	2018-03-02
Is unemployment at a record low under Florida Gov. Rick Scott?	False	2018-05-01
Donald Trump says wrongly the Iran nuclear deal expires in 7 years	False	2018-05-02
Ted Cruz falsely says Beto O'Rourke once resolved to legalize all narcotics	False	2018-05-02
Headline says Czech Republic armed citizens to shoot terrorists, but that's False	False	2018-05-03
Tax code is so long that nobody's really sure of its length	True	2017-10-17
Austin school board member says Stephen F. Austin and James Bowie each promoted slavery	True	2018-03-01
Do millennials have ‘only a 50-50 chance’ of doing better financially than their parents?	True	2017-10-27
Did activists representing majority of Republican voters call for changes in Texas House leadership?	True	2017-11-01
Mayor says Raleigh spending more on housing than Dix Park	True	2017-11-02
Kearns a constant critic to Sheldon Silver while in Assembly	True	2017-11-03
Adam Putnam right about the demand for more nurses in Florida	True	2017-11-08
New York state leads the country in government debt per resident	True	2018-02-16
TV ad’s False claim about Antonio Villaraigosa and LA’s rape kit backlog	False	2018-05-16
Flake: Roy Moore said Muslims shouldn't serve in Congress	True	2017-11-09
Are Wisconsin's driver licenses "most secure in the nation"? Expert: Yes.	True	2017-11-24
Biss accurate in sarcastic tax hit on opponents Pritzker, Kennedy	True	2017-12-04
One in three people in New York is on Medicaid	True	2017-07-21
'Death tax' that Republicans want to repeal is paid by only 2 of 1,000 people who die?	True	2017-10-27
Since Obamacare, far fewer New Yorkers are uninsured	True	2017-07-24
Ashley Smith, who posed with Greg Abbott, says transgender Americans make up 1-in-300 residents	True	2017-08-03
Chicago soda tax throws a batting practice fastball to Illinois Policy Institute	True	2017-08-07
Donald Trump’s ‘fake news awards’ could land White House staff in hot water	True	2018-01-11
Are renovations keeping Trump out of the White House?	True	2017-08-08
Is Donald Trump right that the Dow Jones just had its fastest-ever 1,000-point jump?	True	2018-01-08
Does it cost $75K per year to lock up an inmate in California?	True	2017-08-09
Indiana governor right to gloat about union jobs success	True	2017-11-03
No, the Postal Service isn't losing a fortune on Amazon	False	2018-04-02
Donald Trump 'just ended welfare' for immigrants? That's False	False	2018-03-30
Did Florida police seize a man's gun with out due process? No	False	2018-04-04
The Inland Empire: Second only to San Francisco in California job growth?	True	2017-07-27
Which candidates for Buffalo mayor took money from top developers?	True	2017-08-25
Donald Trump mentions tax deductions 'for birds flying across America,' and he should know	True	2017-05-15
Did federal inmate population drop under Obama for first time since Carter?	True	2017-05-18
Are there U.S. embassies in countries listed in Trump's travel ban?	True	2017-05-31
Misleading headline says terrorist attacked Trumps -- but it was paint on a sign	False	2018-04-03
McCaskill is on the mark with steel industry	True	2017-05-30
Did NC Republican oppose funding for border wall?	False	2018-04-05
Glenn Grothman says Planned Parenthood is leading abortion provider	True	2017-05-15
Austin's Ann Hudspeth says Texas leads nation in animal deaths due to exploding M-44 traps	True	2017-06-02
Kuster says Meals on Wheels a critical lifeline for seniors who have no one else	True	2017-06-09
Thousands more children and families could soon get access to free Pre-K, NC legislator says	True	2017-06-06
Rafael Anchia: Six times since 2011, federal rulings found intentional discrimination by Legislature	True	2017-06-14
In Russia investigation, Senate hearings have uncommon transparency says Sen. Richard Burr	True	2017-06-14
Democrat seeking Lamar Smith's House seat says each of the past three years 'hottest on record'	True	2017-06-15
Ivanka Trump right about role of 'skills gap' in unfilled jobs	True	2017-06-16
Has California really created more than 2 million jobs since 2011?	True	2017-03-29
NY Rep. Maloney: More than half Planned Parenthood clinics are in underserved areas	True	2017-03-24
New York state prohibits higher health insurance premiums for older residents	True	2017-03-31
Headline falsely says Rep. Steve King facing arrest after comment about Emma Gonzalez and Cuba	False	2018-04-05
Fact-checking Trump's changing opinion on Syria and the 'red line'	True	2017-04-05
Are Nicaragua and Syria the only countries not to sign Paris Agreement?	True	2017-06-01
Has the U.S. Supreme Court banned all state laws that make executions mandatory for murders?	True	2017-04-06
Wait, there could be how many new liquor stores in PA?	True	2017-04-07
(Mostly) men-only: Three-quarters of town boards in Wisconsin have no women members	True	2017-04-07
How many people are at risk of dying from starvation?	True	2017-04-11
Sara Stevenson of Austin says Texas Senate panel randomly called witnesses at 'voucher' hearing	True	2017-04-14
Pro-Sheriff David Clarke group says Clarke called Black Lives Matter hate group, terrorist movement	True	2017-04-17
Challenger for Wisconsin U.S. Senate seat Vukmir misfires on trade barb against incumbent Baldwin	False	2018-03-12
No, Seattle police didn't use a 'red flag' law to seize a man's gun with no warrant	False	2018-03-14
Fake news claims Miley Cyrus is leaving the country because Trump supporters are ruining her career	False	2018-03-14
